as_of_year,agency_code,loan_type,property_type,loan_purpose,owner_occupancy,loan_amount_000s,preapproval,action_taken,action_taken_summary,msamd,state_code,county_code,census_tract_number,applicant_ethnicity,co_applicant_ethnicity,applicant_race_1,co_applicant_race_1,applicant_sex,co_applicant_sex,applicant_income_000s,purchaser_type,denial_reason_1,hoepa_status,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
7/9/05,7,2,1,1,1,145,2,4,,,,,,2,5,5,8,1,5,57,0,0,2,1,,,,,,
7/9/05,3,1,1,1,1,138,3,4,,47664,26,93,7306,2,5,5,8,2,5,54,0,0,2,1,3809,5.22,79600,110.13,1237,1358
7/9/05,7,1,1,1,1,159,3,1,1,48424,12,99,69.07,2,2,5,5,1,2,176,3,0,2,1,3489,29.29,67900,104.04,1085,1263
7/9/05,7,2,1,3,1,90,3,3,0,,19,19,9503,2,5,5,8,1,5,46,0,0,2,1,3562,1.04,63900,108.77,1197,1421
7/9/05,5,1,2,1,1,55,3,3,0,41620,49,35,1135.14,3,5,6,8,3,5,12,0,0,2,1,6561,38.7,75400,61.38,1055,1474
7/9/05,7,1,1,3,1,256,3,3,0,16974,17,31,8013,2,5,5,8,1,5,150,0,7,2,1,4628,13.79,77500,263.76,1276,1177
7/9/05,7,2,1,1,1,461,3,1,1,47894,24,33,8005.14,2,5,3,8,1,5,105,7,0,2,1,5717,87.44,107600,154.06,1734,1857
7/9/05,1,1,1,3,1,216,3,4,,28140,20,121,1001,2,2,5,5,1,2,46,0,0,2,1,3341,7.87,74600,132.93,1224,1409
7/9/05,7,1,1,1,2,208,3,1,1,19740,8,5,73.01,2,5,5,8,1,5,119,6,0,2,1,2351,80.73,83900,58.77,172,310
7/9/05,7,1,1,1,1,448,2,1,1,12420,48,453,9.02,2,1,5,5,1,2,255,6,0,2,1,5031,72.21,81400,46.36,974,1348
7/9/05,9,1,1,3,2,400,3,4,,41740,6,73,83.31,2,5,2,8,1,5,193,0,0,2,1,2425,26.35,79300,244.41,742,887
7/9/05,7,3,1,3,1,121,3,5,,33660,1,97,57,2,5,5,8,1,5,,0,0,2,1,7332,16.33,55100,134.87,2132,2777
7/9/05,7,1,1,3,2,258,3,1,1,36140,34,9,220,3,5,6,8,3,5,108,6,0,2,1,3553,15.87,73400,129.94,933,3392
7/9/05,7,1,1,3,1,520,3,5,,19740,8,59,98.37,2,2,5,5,1,2,252,0,0,2,1,2782,9.2,83900,189.41,1011,1040
7/9/05,5,1,1,3,1,200,3,1,1,16974,17,31,1704,3,3,6,6,2,1,84,3,0,2,1,3603,14.04,77500,75.33,1096,1361
7/9/05,5,1,1,3,1,257,3,3,0,47894,11,1,13.02,1,5,5,8,2,5,67,0,1,2,1,7591,29.23,107600,137.38,1400,267
7/9/05,7,1,1,3,1,354,3,6,1,41740,6,73,166.16,2,5,5,8,2,5,83,1,0,2,4,4398,24.47,79300,85.29,825,1238
7/9/05,9,1,1,3,2,163,3,1,1,12060,13,121,53,2,5,3,8,1,5,149,1,0,2,1,3703,41.43,69200,156.24,988,1455
7/9/05,7,1,1,1,1,35,2,1,1,44100,17,167,2.01,2,5,5,8,1,5,32,6,0,2,1,2350,17.23,75500,96.92,811,1061
7/9/05,7,1,1,3,1,244,3,1,1,19124,48,257,502.06,2,2,5,5,1,2,90,3,0,2,1,11233,28.66,73400,129.41,3040,3580
7/9/05,1,1,1,1,1,504,2,1,1,36084,6,1,4099,2,5,2,8,1,5,132,0,0,2,1,3410,77.42,97400,122.7,1180,1387
7/9/05,7,2,1,1,1,182,1,1,1,34820,45,51,602.09,2,5,5,8,1,5,47,2,0,2,1,6103,20.42,53700,125.11,1521,1866
7/9/05,9,2,1,1,1,272,3,6,1,35614,34,29,7230,4,4,7,7,4,4,,0,0,2,4,5498,18.66,73700,106,1401,1672
7/9/05,5,1,1,1,1,493,2,4,,17140,39,165,316,2,2,5,4,1,2,243,0,0,2,1,8011,4.32,73600,125.42,2324,3360
7/9/05,7,2,1,1,1,186,2,3,0,35084,34,37,3749,2,5,2,8,1,5,36,0,1,2,1,4675,21.16,99800,92.45,1496,1741
7/9/05,7,1,1,1,1,190,2,1,1,18140,39,49,79.51,2,5,5,8,1,5,54,7,0,2,1,9793,14.72,73900,145.13,2225,2694
7/9/05,7,1,1,3,1,417,3,5,,14500,8,13,132.13,2,2,5,5,1,2,180,0,0,2,1,7887,21.15,98200,110.85,1550,1830
7/9/05,7,1,1,3,1,113,3,2,0,16740,45,91,612.01,2,2,5,5,1,2,51,0,0,2,1,7683,31.69,67700,86.05,1957,2692
7/9/05,9,1,1,1,1,271,3,1,1,40140,6,71,10.01,1,1,3,5,1,2,,1,0,2,1,5521,78.61,63200,67.1,690,1076
7/9/05,5,1,1,3,1,161,3,1,1,26420,48,39,6605,2,2,5,5,1,2,111,1,0,2,1,9363,47.31,72500,106.71,2524,3718
7/9/05,7,2,1,1,1,216,2,1,1,16974,17,31,8254,2,5,5,8,1,5,77,7,0,2,1,5169,20.8,77500,115.91,1538,1669
7/9/05,7,2,1,1,1,264,3,1,1,45300,12,57,115.17,2,5,5,8,1,5,158,0,0,2,1,8995,22.03,59800,215.04,2751,3509
7/9/05,7,1,1,1,1,64,3,6,1,35614,34,29,7159.02,4,4,7,7,4,4,49,1,0,2,4,4340,30.12,73700,60.51,1551,2445
7/9/05,7,2,1,1,1,189,3,6,1,28740,36,111,9512,4,5,7,8,4,5,58,2,0,2,4,3738,4.68,78500,125.84,1448,1795
7/9/05,1,1,1,3,1,11,3,1,1,40340,27,109,18,2,5,5,8,2,5,224,0,0,2,2,4950,1.98,84100,101.29,1414,1611
7/9/05,7,2,1,1,1,157,3,6,1,49620,42,133,202.22,4,4,7,7,4,4,,2,0,2,4,4666,3.88,70800,128.65,1417,1710
7/9/05,7,1,1,1,1,370,3,6,1,35614,36,119,98,2,5,5,8,2,5,99,3,0,2,4,4610,18.72,73700,346.99,1320,1428
7/9/05,7,1,1,1,1,350,3,1,1,35084,34,35,538.03,2,2,5,5,2,1,99,3,0,2,1,8081,17.66,99800,189.74,2334,2537
7/9/05,7,1,1,3,1,144,3,3,0,40380,36,69,520,2,5,5,8,1,5,140,0,0,2,1,5151,7.22,68500,96.08,2014,3242
7/9/05,7,3,1,3,1,280,3,1,1,19740,8,31,83.91,3,5,6,8,1,5,79,7,0,2,1,8352,80.24,83900,89.96,1769,2423
7/9/05,9,1,1,3,1,83,3,1,1,,27,57,702,2,5,5,8,1,5,15,0,0,2,1,2300,4.22,65300,99.33,974,2564
7/9/05,7,3,1,3,1,433,3,5,,41740,6,73,168.11,2,2,5,5,1,2,245,0,0,2,1,4353,31.08,79300,93.11,1218,1608
7/9/05,7,2,1,1,1,142,3,6,1,17900,45,63,210.25,4,5,7,8,4,5,,2,0,2,4,3438,0.79,64800,175.32,1260,1410
7/9/05,7,3,1,1,1,385,2,1,1,38060,4,13,1048.02,2,2,5,5,1,2,216,7,0,2,1,5592,16.47,66200,135.69,1545,1958
7/9/05,9,1,1,3,1,165,3,1,1,47664,26,93,7321,2,2,5,5,1,2,84,3,0,2,1,3389,3.28,79600,98.19,1179,1569
7/9/05,1,2,1,3,1,142,3,3,0,20994,17,89,8511.01,2,5,5,8,1,5,44,0,9,2,1,4174,53.26,84400,82.51,802,1351
7/9/05,7,1,1,1,1,130,3,3,0,12420,48,491,213,1,5,5,8,2,5,21,0,1,2,1,4117,44.18,81400,65.62,954,1397
7/9/05,7,1,1,1,1,404,2,1,1,38860,23,5,37.01,2,2,5,5,1,2,158,1,0,2,1,4333,3.07,77800,162.16,1490,1745
7/9/05,9,2,1,1,1,157,2,1,1,22220,5,143,105.06,1,5,5,8,1,5,36,9,0,2,1,11178,19.12,64400,126.15,2410,3534
7/9/05,7,1,1,3,1,324,3,3,0,35614,36,47,52.01,2,2,5,5,1,2,25,0,1,2,1,1722,29.79,73700,170.38,177,179
7/9/05,7,1,1,1,1,176,3,1,1,12100,34,1,125.02,2,2,5,2,1,2,126,7,0,2,1,1527,10.67,67200,181.56,509,649
7/9/05,7,1,1,3,1,86,3,4,,22420,26,49,112.12,2,5,5,8,1,5,35,0,0,2,1,6126,25.68,53700,83.84,1623,2004
7/9/05,9,2,1,1,1,121,3,6,1,26900,18,97,3801,4,4,7,7,4,4,,0,0,2,4,17782,14.63,68400,122.57,4946,5924
7/9/05,7,1,2,1,1,61,3,3,0,,21,139,402,2,3,5,5,1,2,28,0,0,2,1,6303,2.48,47800,106.01,2031,3271
7/9/05,7,1,1,1,1,258,3,4,,12060,13,13,1805.03,2,2,5,3,2,1,107,0,0,2,1,5592,32.83,69200,102.53,1560,2013
7/9/05,7,2,1,1,1,301,3,6,1,40140,6,65,427.15,4,4,7,7,4,4,,0,0,2,4,14628,59.5,63200,134.84,2890,3911
7/9/05,7,1,1,1,1,611,3,1,1,11244,6,59,218.15,2,2,5,5,1,2,98,1,0,2,1,8403,55.61,88000,158.99,2290,2550
7/9/05,9,1,1,1,1,600,3,6,1,,8,67,9709,2,5,5,8,1,5,187,0,0,2,4,3950,15.87,63800,110.66,929,1317
7/9/05,7,1,1,3,1,195,3,4,,28140,20,91,515,3,3,6,6,3,3,60,0,0,2,1,4060,6.13,74600,121.66,1390,1689
7/9/05,9,1,1,3,1,229,3,6,1,40140,6,71,91.19,1,1,5,5,1,2,75,1,0,2,4,5358,36.19,63200,117.36,1495,2063
7/9/05,7,2,1,1,1,167,3,3,0,,26,107,9608,2,2,5,5,1,2,120,0,4,2,1,5035,3.67,55800,81.79,1434,1959
7/9/05,9,1,1,1,1,653,3,6,1,42644,53,33,222.03,2,2,5,5,2,1,248,0,0,2,4,5030,19.46,96000,153.21,1492,1688
7/9/05,5,1,1,1,1,60,2,2,0,40484,33,15,500,2,2,5,5,1,2,70,0,0,2,2,3913,3.25,93800,108.32,1438,1563
7/9/05,5,2,1,1,1,62,3,1,1,,53,25,111,1,5,5,8,2,5,17,0,0,2,1,6779,34.03,62100,85.47,1221,2707
7/9/05,7,2,1,1,1,245,3,1,1,15804,34,7,6111,3,3,6,6,2,1,129,7,0,2,1,3149,17.08,91500,78.42,795,967
7/9/05,7,2,1,1,1,236,2,4,,36740,12,97,415,3,5,6,8,3,5,52,0,0,2,1,12925,68.3,58400,110.97,2818,5109
7/9/05,7,1,1,1,1,285,3,1,1,42644,53,61,508,2,2,2,2,1,2,73,3,0,2,1,6252,26.14,96000,86.65,1777,2242
7/9/05,7,2,1,1,1,147,3,1,1,29820,32,3,50.11,2,5,5,8,1,5,28,7,0,2,1,3176,67.57,61900,76.67,675,1052
7/9/05,9,1,1,1,2,242,3,1,1,36740,12,95,171.03,2,2,5,5,1,2,159,1,0,2,1,16880,44.91,58400,113.73,3115,4773
7/9/05,7,4,1,1,1,102,2,1,1,29460,12,105,121.24,2,5,5,8,1,5,35,7,0,2,1,5733,29.53,52500,102.55,1343,2142
7/9/05,7,1,1,1,1,165,3,4,,46060,4,19,22.02,2,5,5,8,2,5,41,0,0,2,1,3156,90.97,59300,52.11,635,1154
7/9/05,7,1,1,1,1,147,2,1,1,36100,12,83,8.01,2,5,5,8,2,5,50,3,0,2,1,14457,7.6,51500,115.7,6978,8817
7/9/05,9,1,1,1,1,78,3,1,1,42540,42,79,2143,2,5,5,8,1,5,41,1,0,2,1,1864,5.47,59500,72.45,455,793
7/9/05,7,2,1,3,1,295,3,2,0,,35,28,1,2,2,5,5,2,1,96,0,0,2,1,3607,21.15,52300,298.27,1217,1441
7/9/05,7,2,1,1,1,216,3,3,0,35614,34,31,2642,1,5,5,8,1,5,48,0,0,2,1,4477,99.87,73700,27.13,189,867
7/9/05,3,1,1,3,1,100,3,1,1,38300,42,3,4090,2,2,5,5,1,2,40,0,0,2,1,12224,5.83,72200,222.55,3551,3809
7/9/05,7,1,1,3,1,274,3,4,,19124,48,113,1,1,5,5,8,2,5,79,0,0,2,1,3951,20.32,73400,289.25,1187,1383
7/9/05,9,1,1,3,1,220,3,1,1,16740,37,119,58.48,2,2,5,5,2,1,171,0,0,2,1,5577,19.17,67700,204.27,1665,1735
7/9/05,7,1,1,3,2,300,3,1,1,14454,25,25,608,2,5,5,8,1,5,72,3,0,2,1,5118,13.66,94300,68.89,1025,1921
7/9/05,7,1,1,3,1,170,3,1,1,46060,4,19,46.1,2,5,5,8,2,5,51,1,0,2,1,6239,44.57,59300,98.62,1357,1887
7/9/05,7,1,1,1,1,357,2,4,,29820,32,3,58.51,2,5,2,8,2,5,104,0,0,2,1,6057,59.06,61900,99.06,897,1577
7/9/05,7,1,1,3,1,337,3,2,0,,5,71,9519,2,5,5,8,1,5,332,0,0,2,1,3374,16.39,46500,89.83,867,1379
7/9/05,7,1,1,3,1,200,3,3,0,33700,6,99,4.02,1,1,5,5,1,2,81,0,0,2,1,10863,48.73,57500,153,2724,3489
7/9/05,9,1,1,1,1,690,3,2,0,47664,26,99,2150,2,2,5,5,1,2,219,0,0,2,1,5182,10.13,79600,132.63,1682,1926
7/9/05,7,1,1,1,1,160,2,1,1,37964,42,45,4036.01,2,5,5,8,1,5,70,1,0,2,1,4028,9.56,57400,131.95,978,1320
7/9/05,7,2,1,1,1,224,3,5,,34980,47,189,302.04,2,2,5,5,1,2,45,0,0,2,1,6805,6.67,67500,128.28,2147,2681
7/9/05,7,2,1,3,1,163,3,4,,47300,6,107,20.03,1,5,5,8,1,5,48,0,0,2,1,5737,44.87,47300,89.33,998,2103
7/9/05,9,1,1,3,1,122,3,1,1,46060,4,19,11,3,5,6,8,3,5,63,0,0,2,1,2873,87.43,59300,61.94,611,1040
7/9/05,7,3,1,3,1,185,3,3,0,10580,36,91,601.02,2,2,5,5,1,2,78,0,9,2,1,5566,3.05,83100,110.14,1686,2163
7/9/05,3,1,1,3,1,269,3,1,1,,18,45,9578,2,5,5,8,1,5,183,0,0,2,1,3794,4.77,57300,117.54,1159,1632
7/9/05,3,2,1,1,1,171,3,1,1,43620,46,83,101.02,2,5,5,8,2,5,42,9,0,2,1,7943,6.22,76800,143.52,1981,2258
7/9/05,9,2,1,1,1,157,3,6,1,41180,29,99,7001.16,2,5,5,8,2,5,42,2,0,2,4,3075,6.05,74300,98.03,916,1153
7/9/05,9,2,1,1,1,147,3,6,1,46060,4,19,40.58,4,4,7,7,4,4,,0,0,2,4,4781,36.31,59300,113.85,1565,1990
7/9/05,5,1,1,3,1,122,3,1,1,38900,41,5,216.01,2,5,5,8,1,5,45,0,0,2,1,5956,23.67,74700,73.51,1095,1834
7/9/05,9,1,1,1,1,263,3,6,1,41700,48,29,1720.05,2,2,5,5,1,2,113,0,0,2,4,6688,65.64,64300,163.28,1537,1794
7/9/05,7,2,1,1,1,206,2,1,1,36220,48,135,13,1,1,5,5,1,2,109,2,0,2,1,5177,64.44,72400,96.86,1182,1652
7/9/05,9,1,1,3,1,312,3,6,1,31084,6,37,9102.09,4,4,7,7,4,4,98,1,0,2,4,4313,50.2,64300,158.83,1113,1400
7/9/05,9,2,1,1,1,152,3,6,1,43340,22,17,228,2,2,5,5,1,2,63,0,0,2,4,4359,6.1,53700,167.77,1409,1849
7/9/05,7,2,1,3,1,185,3,6,1,26900,18,63,2101.02,4,4,7,7,4,4,73,0,0,2,4,17875,15.09,68400,143.06,5269,5816
7/9/05,7,3,1,1,1,263,2,3,0,19300,1,3,107.03,3,5,6,8,3,5,50,0,7,2,1,16099,15.44,61500,151.48,4276,5361
7/9/05,7,4,1,1,1,81,3,6,1,31140,18,143,9668,4,4,7,7,4,4,,2,0,2,4,3964,3.36,65600,64,1022,1680
7/9/05,7,1,2,1,1,163,3,3,0,18880,12,91,219,1,5,6,8,2,5,39,0,0,2,1,9021,44.54,67300,81.55,1935,3329
7/9/05,7,2,1,3,1,208,3,2,0,,1,19,9559,2,5,5,8,1,5,70,0,0,2,1,4285,7.68,45700,101.77,1403,2147
7/9/05,7,2,1,3,1,68,3,1,1,47260,51,800,654,2,5,3,8,1,5,,2,0,2,1,3982,93.9,73000,43.66,321,1422
7/9/05,3,1,1,1,1,188,1,1,1,33340,55,89,6302.01,2,2,5,5,2,1,50,1,0,2,1,4647,4,72400,112.96,1588,1775
7/9/05,7,1,1,3,1,50,3,2,0,25060,28,59,425,2,5,5,8,1,5,30,0,0,2,1,2067,32.75,53200,113.64,561,1012
7/9/05,7,3,1,3,1,165,3,3,0,45300,12,53,410.04,2,2,5,5,1,2,53,0,0,2,1,6886,26.13,59800,76.37,1792,2460
7/9/05,7,2,1,1,1,50,3,6,1,37964,42,45,4066,4,5,7,8,4,5,71,2,0,2,4,2434,24.53,57400,72.34,361,896
7/9/05,7,3,1,1,1,269,3,6,1,47260,51,199,505,2,5,3,8,1,5,105,2,0,2,4,3309,62.31,73000,71.01,701,884
7/9/05,5,1,1,1,1,385,1,1,1,47894,51,177,203.1,2,2,5,5,1,2,347,0,0,2,1,4469,26.54,107600,103.61,1211,1533
7/9/05,7,3,1,1,1,398,3,1,1,38060,4,13,6109,2,1,2,5,1,2,125,6,0,2,1,7250,22.07,66200,172.77,1867,2255
7/9/05,7,1,1,1,1,388,2,1,1,31084,6,37,9200.3,2,2,5,5,2,1,159,6,0,2,1,6051,60.72,64300,137.4,1086,1497
7/9/05,9,1,1,3,1,259,3,1,1,31084,6,37,6203.01,2,2,5,5,1,2,240,7,0,2,1,5036,24.74,64300,266.67,1388,1696
7/9/05,2,2,1,1,1,245,2,1,1,19124,48,113,166.17,2,5,3,8,2,5,87,2,0,2,1,4478,76.02,73400,165.38,1399,1638
7/9/05,3,1,1,1,2,190,3,1,1,28140,29,49,9604,4,5,7,8,4,5,,0,0,2,1,4326,4.76,74600,95.71,1337,1788
7/9/05,7,3,1,3,1,258,3,4,,41740,6,73,213.03,2,2,5,5,1,2,83,0,0,2,1,8713,53.84,79300,164.27,2338,2857
7/9/05,7,1,1,3,1,238,3,4,,47894,24,33,8007.05,2,2,3,3,1,2,48,0,0,2,1,4510,86.9,107600,112.24,1206,1425
7/9/05,7,1,1,3,3,110,3,6,1,19124,48,113,166.21,4,4,7,7,4,4,,1,0,2,4,5144,86.9,73400,61.95,1072,1950
7/9/05,7,1,1,1,2,154,3,1,1,47894,51,47,9305.02,1,2,2,2,2,1,138,0,0,2,1,5576,41.32,107600,51,974,1755
7/9/05,9,1,1,3,1,424,3,6,1,19124,48,121,216.29,2,5,5,8,1,5,380,1,0,2,4,6430,40.72,73400,233.93,1772,1779
7/9/05,7,1,1,3,1,150,3,1,1,12940,22,33,45.04,2,5,6,8,2,5,44,1,0,2,1,5925,46.41,68100,97.97,1907,2362
7/9/05,9,3,1,1,1,222,1,1,1,43340,22,15,111.09,2,2,3,3,1,2,79,2,0,2,1,7805,19.95,53700,162.38,2296,2803
7/9/05,7,4,1,1,1,91,3,6,1,47664,26,147,6430,4,4,7,7,4,4,,2,0,2,4,3737,4.79,79600,91.82,1147,1594
7/9/05,9,1,1,3,1,447,3,6,1,38060,4,13,2173,4,4,7,7,4,4,,7,0,2,4,3062,12.38,66200,158.78,1208,1317
7/9/05,7,1,1,1,1,80,3,1,1,37964,42,45,4005,1,5,5,8,2,5,38,6,0,2,1,4064,72.27,57400,100.93,837,1304
7/9/05,9,1,1,1,1,126,3,1,1,13140,48,361,223,2,2,5,5,2,1,113,1,0,2,1,7143,11.97,55200,125.29,2209,2591
7/9/05,7,3,1,3,1,50,3,3,0,45820,20,177,12,2,5,5,8,1,5,56,0,0,2,1,2255,72.82,68300,46.94,472,935
7/9/05,7,1,1,1,1,148,3,1,1,44140,25,13,8104.04,2,5,5,8,1,5,45,6,0,2,1,3829,9.09,66600,108.19,1211,1496
7/9/05,9,1,1,1,1,90,3,1,1,24660,37,81,153,2,5,5,8,2,5,42,1,0,2,1,8362,42.94,56000,114.77,2645,3106
7/9/05,7,1,1,3,1,450,3,3,0,41740,6,73,85.06,2,2,6,6,1,2,108,0,7,2,1,4562,47.48,79300,97.99,895,1196
7/9/05,9,1,1,1,1,424,3,6,1,33874,42,17,1049.02,2,5,2,8,1,5,153,3,0,2,4,7064,7.98,102600,100.79,2579,2583
7/9/05,7,2,1,3,1,259,3,3,0,12100,34,1,104.01,2,2,5,5,1,2,44,0,0,2,1,5455,14.13,67200,128.82,1663,1963
7/9/05,7,2,1,1,1,232,3,6,1,16974,17,31,8047.11,4,4,7,7,4,4,,2,0,2,4,8433,61.79,77500,96.06,1383,1966
7/9/05,2,1,1,1,2,135,3,1,1,28140,29,95,93,4,5,7,8,4,5,,0,0,2,1,2443,9.29,74600,97.42,868,1323
7/9/05,7,4,1,1,1,227,3,6,1,34940,12,21,104.15,4,4,7,7,4,4,,2,0,2,4,15821,31.18,68300,106.52,3888,5444
7/9/05,7,2,1,1,1,162,3,1,1,19740,8,31,9.02,1,5,5,8,2,5,48,8,0,2,1,5860,78.62,83900,67.37,1142,1762
7/9/05,9,1,1,1,2,154,3,6,1,41100,49,53,2709.02,2,2,5,5,1,2,104,0,0,2,4,10995,13.7,59000,97.66,2347,4223
7/9/05,5,1,1,3,1,13,3,1,1,25540,9,7,5501,3,3,6,6,3,3,49,0,0,2,2,5805,14.26,90200,131.48,1872,2411
7/9/05,7,1,2,1,1,47,2,2,0,,21,21,9304,2,5,5,8,2,5,26,0,0,2,1,4122,25.45,47800,94.87,1010,1860
7/9/05,7,2,1,1,1,252,2,4,,15980,12,71,102.04,2,2,5,5,1,2,130,0,0,2,1,9582,16.03,57900,87.21,2824,5624
7/9/05,3,1,1,1,2,62,3,1,1,17300,47,125,1011.03,2,5,5,8,2,5,18,7,0,2,1,2793,30.29,55800,101.27,584,1001
7/9/05,7,2,1,3,1,229,3,1,1,19740,8,1,85.5,2,2,5,5,1,2,39,6,0,2,1,7932,27.62,83900,105.42,2404,2634
7/9/05,9,1,1,1,1,255,3,6,1,34940,12,21,104.1,4,5,7,8,4,5,45,0,0,2,4,10088,82.03,68300,55.54,820,1605
7/9/05,7,3,1,1,1,113,3,1,1,10900,42,25,201.05,1,5,5,8,1,5,47,2,0,2,1,5382,19.6,75200,69.2,1693,4705
7/9/05,7,2,1,1,1,312,3,3,0,34980,47,37,184.07,2,5,5,8,2,5,140,0,3,2,1,4384,12.64,67500,139.61,1518,1613
7/9/05,9,1,1,3,1,133,3,6,1,41500,6,53,121,4,4,7,7,4,4,,3,0,2,4,2212,24.41,63100,180.17,556,847
7/9/05,7,2,1,3,1,216,3,1,1,38300,42,3,5154.01,2,5,5,8,2,5,67,2,0,2,1,2209,20.78,72200,101.08,664,1192
7/9/05,9,1,1,1,1,424,3,6,1,38060,4,13,8133,3,3,6,6,3,3,160,1,0,2,4,5898,33.64,66200,214.38,1636,1840
7/9/05,2,3,1,3,1,495,3,1,1,14500,8,13,132.08,2,5,5,8,1,5,84,7,0,2,1,5272,13.47,98200,96.46,1699,2066
7/9/05,9,1,1,3,1,1115,3,3,0,36084,6,1,4511.01,2,2,5,5,1,2,406,0,3,2,1,6878,33.25,97400,161.47,1899,2428
7/9/05,3,1,1,1,1,405,3,1,1,40380,36,55,123.06,2,2,5,5,1,2,322,6,0,2,1,5281,22.12,68500,218.21,1772,1917
7/9/05,7,2,1,1,1,65,3,1,1,,18,65,9759,2,5,5,8,1,5,38,2,0,2,1,4580,1.38,57300,97.15,1249,1804
7/9/05,3,1,1,1,1,284,3,1,1,45540,12,119,9112,2,2,5,5,1,2,82,9,0,2,1,38169,3.98,60000,117.84,19529,25391
7/9/05,9,2,1,3,1,59,3,1,1,,31,111,9599,2,2,5,5,2,1,50,2,0,2,1,4912,8.67,62600,69.95,1270,2249
7/9/05,7,3,1,3,1,501,3,5,,35380,22,75,502,1,1,5,5,1,2,150,0,0,2,1,8524,14.84,63300,129.4,2138,3335
7/9/05,7,3,1,3,1,241,3,3,0,42140,35,49,13.03,1,2,5,5,1,2,15,0,0,2,1,7466,79.36,62200,105.42,1890,2334
7/9/05,7,2,1,1,1,226,3,4,,33874,42,29,3005.01,3,5,6,8,3,5,,0,0,2,1,4482,6.02,102600,171.19,1481,1615
7/9/05,7,1,1,3,1,220,3,1,1,33460,27,37,611.02,2,2,5,5,1,2,98,3,0,2,1,5088,10.18,89800,78.2,1236,1586
7/9/05,7,1,1,3,1,75,3,3,0,26420,48,201,5511,3,5,6,8,3,5,60,0,0,2,1,10609,90.87,72500,56.47,1392,1886
7/9/05,9,1,1,1,1,266,3,6,1,26420,48,201,3101,2,2,2,2,1,2,120,3,0,2,4,5626,75.61,72500,40.41,798,1218
7/9/05,3,2,1,3,1,400,3,3,0,47894,51,59,4302.01,2,5,5,8,1,5,66,0,0,2,1,4204,34.78,107600,139.2,1163,1397
7/9/05,7,1,1,1,1,451,2,3,0,42100,6,87,1204,2,5,5,8,1,5,81,0,0,2,1,4748,11.44,83300,128.56,1520,2513
7/9/05,7,1,1,1,1,7,3,1,1,33700,6,99,26.02,1,5,5,8,1,5,46,9,0,2,2,4606,60.42,57500,73.79,644,1246
7/9/05,7,1,1,3,1,323,3,1,1,38060,4,13,6142,3,3,6,6,3,3,56,1,0,2,1,4911,15.98,66200,179.74,1531,1932
7/9/05,7,1,2,3,1,138,3,3,0,,20,67,9637,1,5,5,8,2,5,19,0,0,2,1,6400,53.7,60300,103.73,1716,2272
7/9/05,7,3,1,3,1,232,3,1,1,12060,13,117,1302.03,2,2,5,5,1,2,58,2,0,2,1,5492,13.62,69200,113.77,1196,1680
7/9/05,7,1,1,3,1,235,3,6,1,,28,109,9505.02,4,4,7,7,4,4,,1,0,2,4,7824,6.52,45600,181.39,2562,3345
7/9/05,9,1,1,3,1,91,3,5,,46140,40,131,501.03,2,5,5,8,2,5,43,0,0,2,1,2481,36.52,63500,88.03,668,974
7/9/05,7,1,1,3,1,264,3,3,0,23420,6,19,59.11,2,1,5,5,1,2,98,0,0,2,1,3884,46.91,50000,184.02,1148,1221
7/9/05,3,1,1,1,1,143,3,4,,,37,199,9602,2,5,5,8,2,5,,0,0,2,1,3860,11.04,48700,84.62,1258,2307
7/9/05,7,1,1,1,1,585,1,7,0,,,,,3,5,6,8,3,5,265,0,0,2,1,,,,,,
7/9/05,3,1,1,3,1,95,3,1,1,14260,16,1,14,2,2,5,5,1,2,22,3,0,2,1,4938,23.67,64000,52.12,878,2005
7/9/05,7,3,1,1,1,234,3,6,1,27260,12,109,212.03,2,5,5,8,1,5,63,2,0,2,4,7719,11.44,64300,122.96,2303,3054
7/9/05,9,2,1,1,1,219,3,6,1,40140,6,71,91.14,4,4,7,7,4,4,,2,0,2,4,10670,82.13,63200,71.91,1565,2871
7/9/05,7,1,1,1,1,342,2,1,1,42644,53,33,119,3,3,6,6,3,3,167,7,0,2,1,7428,76.12,96000,82.89,1704,2516
7/9/05,9,2,1,1,1,330,3,6,1,47894,51,107,6118.06,4,4,7,7,4,4,,2,0,2,4,8957,53.81,107600,144.01,2348,2574
7/9/05,7,2,1,3,1,183,3,1,1,12060,13,89,233.06,2,2,3,3,1,2,,2,0,2,1,6970,99.44,69200,85.7,1905,2501
7/9/05,7,1,1,3,1,93,3,1,1,,32,1,9507,2,2,5,5,2,1,43,1,0,2,1,5566,15.42,62900,115.38,1853,2464
7/9/05,5,1,1,3,1,133,3,1,1,,19,45,4,2,2,5,5,1,2,99,0,0,2,1,3603,2.44,63900,125.74,1281,1458
7/9/05,7,1,1,1,1,311,2,1,1,40380,36,69,501.02,2,5,5,8,1,5,191,1,0,2,1,11147,7.24,68500,150.52,3277,3948
7/9/05,7,3,1,3,1,192,3,1,1,22180,37,51,30.01,2,2,5,5,1,2,55,2,0,2,1,12439,41.34,51600,146.24,3424,4529
7/9/05,9,1,1,1,2,468,2,1,1,,9,5,2534,3,3,6,5,3,2,7880,0,0,2,1,6149,6.52,91700,113.76,2121,2602
